locations_N1,locations_N2,features1,features2,store_features1,store_features2,error,locations_S1_1,locations_S2_1,locations_S1_2,locations_S2_2,locations_S1_3,locations_S2_3,locations_S1_4,locations_S2_4,locations_S1_5,locations_S2_5,locations_S1_6,locations_S2_6,locations_S1_7,locations_S2_7,locations_S1_8,locations_S2_8,locations_S1_9,locations_S2_9,locations_S1_10,locations_S2_10,locations_S1_11,locations_S2_11,locations_S1_12,locations_S2_12,locations_S1_13,locations_S2_13,locations_S1_14,locations_S2_14,locations_S1_15,locations_S2_15,locations_S1_16,locations_S2_16,locations_S1_17,locations_S2_17,locations_S1_18,locations_S2_18,locations_S1_19,locations_S2_19,locations_S1_20,locations_S2_20,locations_S1_21,locations_S2_21,locations_S1_22,locations_S2_22,locations_S1_23,locations_S2_23,locations_S1_24,locations_S2_24,locations_S1_25,locations_S2_25,locations_S1_26,locations_S2_26,locations_S1_27,locations_S2_27,locations_S1_28,locations_S2_28,locations_S1_29,locations_S2_29,locations_S1_30,locations_S2_30,locations_S1_31,locations_S2_31,locations_S1_32,locations_S2_32,locations_S1_33,locations_S2_33,locations_S1_34,locations_S2_34,locations_S1_35,locations_S2_35,locations_S1_36,locations_S2_36,locations_S1_37,locations_S2_37,locations_S1_38,locations_S2_38,locations_S1_39,locations_S2_39,locations_S1_40,locations_S2_40,locations_S1_41,locations_S2_41,locations_S1_42,locations_S2_42,locations_S1_43,locations_S2_43,locations_S1_44,locations_S2_44,locations_S1_45,locations_S2_45,locations_S1_46,locations_S2_46,locations_S1_47,locations_S2_47,locations_S1_48,locations_S2_48,locations_S1_49,locations_S2_49,locations_S1_50,locations_S2_50
8.5,7.75,0.39886436,0.5353744,0.525283,0.12568018,-0.166237638,5.5,5.625,3.625,2.5,1.5,7.375,5.25,4.375,3.375,2.125,6.75,6.625,8.125,5.25,5.75,3.125,8,7.375,6.625,6.125,2.875,2.625,2.375,8.25,6,5.375,2.75,6.75,1.625,4.5,1.25,5.875,5.125,2.125,3.75,1.5,8.25,3.625,7.75,1.75,6.125,4.625,4.375,3.25,7.5,6.75,5.625,4.5,3.5,1.375,1.375,4,8.375,3,1.125,3,6,3.625,5.625,3.375,4.875,6.25,8.625,3.125,1.25,3.5,6.625,8.75,4.625,6.375,6.5,5,1.5,2.375,6,3.25,6.5,3.375,8.625,8.75,5.625,1.875,5.75,4.25,3.375,2,6.875,8.75,3.875,5.5,3.375,8,6.5,7.5,2.75,8.5,6.625,6.125,1.125,1.125
9.875,5.125,0.36655444,0.39683178,0.27710336,0.1571215,0.979705671,5.125,4.375,2.375,3.75,1.625,7.625,2.875,2.875,1.25,7.75,4.5,1.25,6.5,7.75,4.75,3.75,7,2.625,6.875,3.375,5.125,1.5,2.375,8,7,7.25,2.125,3.75,5.375,1.875,4.25,7.375,7.5,5.625,2.25,6.125,7.375,3.625,1.125,7.5,2.5,5.25,2.875,1.625,3.625,8.875,7.625,2.125,4.75,2.875,2.125,2.75,7.625,7.75,6.875,7.25,5.375,4.375,1.75,6.5,2,6.875,7.25,2.625,3,7.875,8.875,6.5,5.875,1.75,5.5,4.75,4.875,3.375,1.375,5.25,5.875,6.25,4.125,5.375,5,8,1.875,1.5,7,3.625,2.125,3.5,2,2.5,3,8.75,5.25,1.25,5.625,8.5,8.875,1.875,2.125,7
4.625,5.75,0.5694476,0.5083372,0.24507739,0.20239763,-1.012522881,1.875,2,4.625,4.25,4.625,6.625,1.625,7.5,7.25,2.125,3.5,1.375,5.375,8.25,7.125,1.875,1.375,1.375,3.5,3.25,5.25,3.125,3.25,2.5,6.5,8.875,2.75,5.5,1.5,8.5,2.125,6.125,1.375,7.625,5.25,7.875,1.875,4.875,5.75,1.75,5.25,6.5,1.375,1.875,3.5,2.75,5.125,8.625,3.5,2.375,3.5,7,7,6,4.25,3.75,5.5,8.875,6.125,1.5,6.25,2.875,3.5,4.5,7.125,7.25,1.375,6.625,4.75,7.375,3.875,8.5,4.625,5.75,7.875,7,6.375,2.375,8.25,4.875,6.75,5.875,3.25,4.25,5.25,8,7.25,1.875,4.375,5.125,7.125,5.125,5.625,5.875,5.125,3.75,7.5,1.5,4.875,4.375
9,1.125,0.748918,0.37003973,0.46536183,0.007937162,-0.137893007,6.25,7.5,4.875,6.125,5.125,1.5,2.25,8.375,7.125,2.5,6.75,2.875,2.25,3.125,3.5,4.75,6.75,6.875,4.75,2.75,4.75,5.5,1.875,5.375,6.25,5.25,5,1.625,8.125,6.5,4.75,8.75,8.375,6.25,7.375,1.875,5.375,4.25,2.75,2.375,7.5,6.875,1.875,8.625,8.75,3.875,4.75,3,6.125,2.375,2.25,2.625,6.125,1.375,6.75,5.125,1.375,3,8.75,2.5,4.875,4.125,7.5,4.25,4.875,3.125,8.75,2.875,6.625,5.875,6.25,6.25,4.625,3.375,8.875,8.25,8.25,7.875,7,8.375,8.5,5,2.5,4.375,3.75,6,1.375,1.875,5.75,6.25,5.75,2.75,2.25,1.875,7.875,2.375,1.125,6.375,3.5,5.375
5.125,0.375,0.6545006,0.46003306,0.36249572,0.044049595,-0.276054036,6.125,8.625,4,5.125,1.625,8.625,4.5,7.5,7.375,7.5,8.125,5.625,3.875,3.875,2.75,7.125,4.375,8.625,1.75,5.875,7.25,5.75,1.375,4.625,4.875,8.25,5,8.5,7.625,2,7.75,7.375,6.25,3.5,7.125,5.625,1.375,8.75,1.625,7.375,7.25,3.375,5.875,7.75,5.5,6.625,4,4.125,4.125,6.875,2.375,5,4.75,2.875,5.5,8.5,6.75,7.25,8.75,8.875,7,2,5.375,3.125,4.25,4.375,5.625,4.5,7.875,7.25,3.875,8.125,4.125,7.5,5.25,6.125,1.125,7.25,2.375,7.5,4.125,4.125,6,5.25,1.75,7.125,1.625,7,6.375,6.5,1.625,3.625,5.5,4,3.5,5.5,4.125,1.875,3.125,8.25
0.375,9.25,0.22126974,0.50139713,0.050750095,0.15110895,0.060373682,5.875,3.125,6.875,2.25,2.375,6.5,1.875,6.875,8.25,2.625,6,1.75,2.875,5.25,7.625,4.375,2.875,7.25,8.625,8.375,1.5,5,1.375,5.625,3.375,3.25,7.625,3.5,4.5,6,7.75,1.5,4.75,6.75,1.25,7.625,5.625,6.375,4.5,7.375,4.625,3.375,5.25,2.75,3.125,2.75,7.5,1.875,1.375,2.875,7.625,6.375,7,6,8.25,4.75,5.625,1.875,5.25,5.75,2.625,3.875,4.125,8.375,8.875,6.625,6.25,7.625,4.125,2.625,5.75,8.875,6,7.125,5.375,3.125,8.5,3.25,7.625,1.625,8,7.875,1.375,7.625,4.625,5.75,6,3.625,2,8.5,5.875,7.625,6.875,7.375,7.125,4.875,7,5.125,2.125,6.25
4.875,5.125,0.7088093,0.66226524,0.021436652,0.39809343,0.374107809,1.25,8.25,7.375,8.125,3.75,6.25,7.25,5.25,7.25,5.875,1.75,5.25,3.5,2.625,7.125,5.125,3.875,6.125,5.625,3.625,7.25,6,3.125,3,5,3.625,8.5,8.5,3.75,8.375,3.5,1.875,3.5,5.125,4.25,5.5,3.625,3.125,3.125,7,7.875,6.75,2.5,5.5,4,4.875,2.125,5,4.75,5.875,7.125,2.75,1.875,1.125,2.625,4.125,5.5,3.75,5.5,2.875,6.875,3.125,5.625,6.375,3.25,8.375,5.375,4,8.625,2.125,8.25,2.75,1.75,5.5,8.5,3.25,1.125,6,8.375,5.25,6.375,2.125,5,8.25,1.5,6,2.125,5.625,8.875,2.375,2,6.75,4.5,8.625,2.875,8.125,2.75,3.5,1.375,7.875
4,7.75,0.38685647,0.55119544,0.24667154,0.23285253,0.804345484,2.75,6.375,3,7,5.875,1.25,7.625,6.125,5.375,8,8.375,6.75,2.125,1.875,5,7.5,4.5,5.375,1.625,2.375,1.875,8.375,8.25,5.625,6.125,7.125,6.625,2.625,6.125,6.75,2.75,6.75,4.25,5.375,8.625,5.5,8,8.5,4.75,5.875,5,7.125,3.375,8.75,1.125,2.5,8.625,2.75,8,8.25,6.25,5.625,2,6.5,6.875,5.875,2.75,4.375,2.625,4.125,5.375,8.25,1.375,5.25,3,4.5,7.875,3.75,7.5,5.875,3.625,5.75,1.625,6.875,8.5,2.25,1.125,2.75,6.25,3.75,3.375,8.5,6.75,4.75,6.375,1.5,2.625,7.375,7.5,4.375,4.75,8.875,2.75,3,1.75,3.25,2.75,2.875,1.625,7.5
0.75,4.375,0.74727374,0.49906817,0,0.16101222,-0.135116196,5,2.25,1.75,3.875,7.625,4.375,4,6.625,6.125,1.375,3.875,5,5.625,4.625,3.5,1.25,4,2.125,8.875,1.625,3.875,5.375,4.5,5,6,4,6,7.875,8.75,5,2.125,2.75,5.25,6.5,4.625,7.625,8.875,8.875,5.875,5.25,7.125,7.5,1.75,5.875,7.375,6.375,7.75,7.25,4.875,7.75,5.125,5.25,4.75,2.875,1.25,7.5,1.625,3.125,5.125,2.875,4.125,1.5,6.5,8.375,7.75,5.375,7.5,5,8.5,8.125,3.75,8.125,6.875,7.875,4.125,8.375,6,1.625,6.5,7.625,5.125,5.875,4.625,3.375,4.75,4.625,2.125,8.625,2.75,3.25,2,8.75,6.625,7.875,3.875,3,8,8.125,5.625,3.375
1.875,3,0.6382686,0.58127356,0.20266746,0.024125762,0.406170665,7.875,6.5,3.125,6.5,1.25,7.25,4.5,1.125,2.5,4.5,4.875,1.375,1.125,1.5,7.25,3.75,5,5.375,3.25,8.375,4.75,4.125,1.5,8.125,2.75,4.125,7.875,2.375,5.25,5.75,8.25,2.375,8,5.75,1.75,7,6.25,3,4.125,1.625,6.75,5.875,1.625,3,4.875,4.875,1.375,2.125,3.875,3,1.625,6.375,6.25,8.625,7.625,7.875,1.125,5.5,7.25,3.375,4.875,2,6.875,8.25,3,3.625,5,1.875,5.875,6.625,1.25,1.5,8,7,4.875,5.5,5.5,7.375,7.75,1.375,8.75,6.875,5.125,1.125,7.5,6,8.625,6.375,2.375,7.125,1.875,7.625,3.125,2.125,6.125,6,1.75,8.5,4.5,5.625
0.875,6.75,0.26006952,0.64279646,0.038090914,0.2148236,0.249870072,1.25,6.875,6.5,1.375,7.875,2.875,6.25,7.25,3.5,1.75,1.125,1.375,2.5,6.75,8.625,3,1.75,6,5.875,8.125,5.625,4.875,8.625,3.875,3.625,6,3.5,6.5,4.375,4.625,4.625,4.5,8.875,7.375,1.625,2.25,7.875,6.875,5.5,4.5,7.5,1.625,3.125,3.75,5.5,1.75,2.375,5.5,3.125,1.875,4.5,4.625,2.625,1.625,5.125,8.75,2.75,2,2.5,1.5,4.75,5.625,4.375,5.5,4.5,8.875,6.125,6.625,3.875,3.75,1.5,6,8.375,5.625,2,2.875,5,4.875,5.375,8.5,5.625,3.25,8,6.75,1.25,7,4.375,2.875,2.625,7.625,3.625,3.25,7.875,3.375,1.125,1.25,4.625,5.875,5.125,1.375
2.25,4.875,0.49383125,0.41380605,0.09342195,0.21264231,0.237173649,5.125,4,2.75,7.5,5.125,6.75,3,6.625,6.625,2.125,8,5.125,7.875,7.125,1.625,2,1.375,1.5,3.75,3.25,7.875,3.25,1.75,7.875,3.25,3.5,4,5,3.75,1.25,6.75,7,4.375,3.5,3.5,4.75,2,6.5,1.5,5.875,2.25,4.625,4.25,1.125,5,1.875,6.5,3.25,6.25,5.375,1.5,3.875,6.5,6.75,8,4.5,5.75,8,4,2.375,4.625,7.125,4.25,4.5,5.125,8.125,5.375,5.75,8.875,7.625,6.875,2.5,4.375,3.75,6.75,6.25,8,8.5,2.75,5.25,1.25,2,3.625,8.875,1.5,6.75,5.625,8.5,1.75,6.625,6.125,7.5,2.125,5,1.25,3.375,7.75,7,6.75,2.125
4.5,0.25,0.7634868,0.27549112,0.20129387,0.084083185,-0.281961966,7.875,3.75,4.25,5.5,3.5,1.625,5.375,4.625,5.5,7.5,7.25,5.75,8.875,6.625,3.625,3.25,7.75,7.5,7.375,7.5,4.625,2.5,7,2.75,5.25,3.875,7.375,3,7,7.125,4.125,7.125,8.25,6.625,4.5,2.125,8.5,7.125,8.875,3.125,4.375,5.875,2.625,4.875,7.25,6.875,2,3.875,7.875,2,1.5,8.375,3.875,4.25,5.125,8.625,2.625,7.875,5.25,5.875,5.125,5.875,6.125,5.75,4,4.75,8.375,8.125,4.75,6.875,2.5,3,2.875,1.5,8,7.125,5,2.25,5.375,4,8.5,2.25,2.625,2.25,3.875,7.375,1.5,8.25,4.75,2.5,6.375,1.25,6.625,7.625,5.125,2.125,3.5,1.875,3.25,8.125
3.625,6.375,0.4076172,0.18735991,0.6546269,0.33754787,-0.498660734,6.375,3.875,8.375,8.75,8.25,7.875,6,1.125,4.125,5.875,5.25,5.5,3.5,3.125,7.25,5,6.875,5.5,2.5,1.375,2.375,5.75,3.375,4.375,4.875,3.375,8.375,5.75,2.75,3.625,6.25,5.875,1.875,6.25,1.5,1.375,5.25,2.5,8.75,6.375,5.75,3.625,4.25,5.125,2.625,6.625,4.75,2,7.625,7,6.875,8.875,5.5,6.25,6.375,4.875,2.875,7.875,2.625,6.75,2.5,3.625,7.875,4.625,3.375,4.75,4.875,1.375,3.875,4.5,8.25,8.375,6.875,1.125,4.5,3.875,7.75,6.625,7.625,3.625,6.125,6.375,1.25,2.5,2.625,6.125,4,3.625,6.625,5.875,5.375,7,5.5,5.875,3.75,7.25,3.375,6,1.75,2.125
3.75,6.5,0.45714176,0.2104356,0.10825883,0,-0.550021556,8.125,6.875,1.25,3.25,5.25,1.875,1.125,8.375,6.625,5.625,3.75,5.25,1.5,3.375,4,4.25,3.375,8.75,3.75,8.875,7.5,2.875,1.375,5.75,3.875,5.625,2.875,4.75,4.5,5.5,8,5.875,8.125,4.375,4.625,3.375,8,3.75,1.625,1.25,3.375,8.25,2.75,8.5,7.875,7.375,5,8,1.625,3.875,3.125,7.875,5.25,7.5,7.875,2.75,3.625,8.625,2.625,1.375,3.375,7.625,7.875,1.875,5.25,6.75,5.625,5,6.875,1.5,8.125,3.375,6.125,1.375,6,8.875,3.625,7.625,5.25,8.125,5.875,8.125,4.5,5.375,1.625,4.375,8.625,5.875,2,8.5,1.375,2.75,4.375,4.625,7.25,7.25,3.75,2.375,8.125,1.75
1.875,1.375,0.63358706,0.33112544,0.088252515,0.08694138,-0.378218605,5.875,3.125,3.125,2.875,2.125,4.875,8.75,8.125,4,1.25,6.375,6,4.875,5.75,4.375,1.25,5.75,3.75,3.25,5.875,1.375,3.375,7,1.5,1.125,5.875,6.875,1.875,5.75,2.25,2.75,1.375,4.625,5.875,7,4.875,7.5,3.625,6.25,7.375,6.25,2.25,3.875,6.875,7.5,2.625,3.875,6.625,8.5,2.375,1.875,7.75,1.5,8.875,8,1.125,4,6.625,2.875,8.625,4.625,3.125,5.875,6.125,1.5,1.75,8.75,4.125,7.125,8.125,6.75,5.875,3.625,3.375,1.125,8.375,4.125,6.5,1.25,5,4.875,1.375,4.125,6.875,3.75,5.125,5.625,8.5,2,2.125,3.625,2.375,2,7,7.625,5.625,4.375,3.625,1.75,8.75
5.5,6.5,0.25940734,0.52956367,0.3060902,1,0.160843288,2.5,6.375,4.5,5.5,8.125,3.75,5.625,7.25,4.375,6,3.625,5.75,7.75,6,1.875,4.125,5.5,4.25,3,6.5,2.375,5.25,7.875,6.875,1.125,8.625,4.125,8.75,7,2.625,3.875,6.875,5.5,4.375,8.125,7.75,6.75,8.25,5.125,2.25,7.625,5.875,1.25,2.125,3.5,6.375,2.5,6.125,7.5,2.375,5.75,2,7,7.875,7.25,8.5,3.375,3.625,2.375,1.375,2.875,5.75,1.5,5.25,3.125,3.125,6,7.75,1.375,8.625,7.75,2.5,3.875,2.625,7.25,5.75,2.375,3.875,8.5,6.75,5,3.625,8.75,6.25,5.375,5.25,3.375,5.75,4.25,2.375,6.75,2.25,4.5,8.25,8,5,2.375,5.125,5.25,1.625
10,8.125,0.3105202,0.5085622,0.10767309,0.26148295,0.380474697,4.125,2.375,8.625,6.375,7.375,4.25,5.125,1.5,8.375,1.875,2,4,3.875,2.5,2.125,5.25,5.5,6.625,6.25,7,8.75,1.25,3,1.5,3.125,8,4.25,2.375,3.75,2.25,1.375,4.75,1.75,7.375,6,6.375,5.625,2.75,3.875,7.375,6.875,7.125,3.75,4.875,3.375,4.625,3,3.375,7.25,1.125,6.875,3.5,3.625,1.875,8.625,3.875,4.5,1.75,8.75,4.125,5.875,5.5,6.875,8.25,8.625,8,3.125,5.875,5,3.25,8.125,3.5,3.375,7.375,5.875,4.625,7.125,1.25,3.125,3.875,6.25,7.875,2.875,8.25,5,5.75,3,3.25,3.25,6,8.375,4.125,5,1.5,2.875,2.25,6.875,1.5,5.625,2.25
8.75,3.125,0.5270509,0.58125544,0.22444186,0.21247882,0.161734424,6.5,5.375,7.5,3.75,5.125,1.625,3.625,3.5,4.125,4.5,3.125,8,5.5,6.25,1.375,3.875,5.75,6.75,2.625,1.5,3,5,6.5,4.75,7.125,7.375,4,1.125,3.75,6.5,6.25,3.625,6.125,6.875,4.375,2.625,7.125,1.25,7.875,5.25,1.125,8.125,5.875,2.5,5,5.375,3.375,1.875,7.5,7.75,3.75,4.625,3,2.125,6.25,8.75,1.625,2.75,6.75,3.375,3.375,8.25,6.375,3.875,3,7.375,6.875,5.25,8.375,7.875,6,6.625,1.125,1.375,3.375,1.5,4.375,6.25,7.625,7.375,6.125,1.25,2.875,5.25,7.875,4.5,8.875,6.5,8,5.125,7.75,7.625,7.875,7.375,8.125,7.75,7.125,2.75,8.25,1.375
2.125,0.25,0.63443774,0.5028003,0.037508506,0.08715688,-0.274477548,8.125,8.875,4.25,3.5,5.625,7.625,4.25,7.375,1.75,7.5,4.625,3.75,1.375,4.5,5.5,4.25,6,8.625,5.625,4.25,3.125,7.5,2.5,2.875,8.5,4.75,7.375,5.25,3.375,7.5,4,2,7.25,4.5,4,4,3.5,8.125,5.125,2.375,4.75,7.75,8.25,2,3.25,4,7.625,6.5,2.5,3.125,3.75,2.625,7.625,5,7,7.875,3.25,8.625,6.25,5.875,2.375,2.75,4.375,5.375,2.25,3.625,5.625,2.5,7.875,2.375,1.25,1.375,5.5,6.25,2.25,8.375,5.125,7.375,3.75,1.375,2.25,1.5,8.25,1.75,4.125,6.375,6.5,1.875,7.5,5.375,6.25,7,7.625,4.875,4,1.875,6.375,7.125,8.25,8
8.125,3.75,0.49124226,0.44267878,0.06590122,0.070605345,0.902985055,4,4.375,1.625,7,2.625,7.5,2.5,2.25,5.125,3.375,5,5.375,1.875,4.875,3.75,7.25,3.5,3.5,4.625,3.375,8.5,6,8.625,4.5,6,5.5,1.5,6.125,4.25,6.125,3.25,4.75,2.125,1.25,7.125,3.125,8.5,5.25,4.125,4.75,1.375,2.625,6.75,2.625,8.125,3.5,2.25,6.875,8.125,7.75,1.125,1.5,5.5,4.875,8.25,7.625,5.5,5.75,6.125,7.125,7,1.75,6.125,4.375,2.625,3.875,7.875,8,1.125,5.375,7.5,2,4.625,5.875,2.875,4.125,1.625,2.625,2.75,8.875,7.375,1.625,5.875,4.25,3.375,5.5,6.5,3.75,2.625,4.625,3.875,5.375,1.875,1.75,1.5,8.125,1.875,2.25,2.25,7.625
9.875,6.5,0.26316184,0.30614543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.625,7.375,0.2650558,0.32163677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5,6.125,0.45672873,0.46623313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.375,3.875,0.5048754,0.40091822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.5,2.5,0.96760416,0.54478663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.625,5.25,0.51637053,0.4584296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.375,5.25,0.6393785,0.31785452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.75,0.375,0.6414397,0.36847526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.25,8.625,0.4751365,0.37752765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.25,4,0.7569848,0.5742227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.75,0.125,0.58204424,0.54098797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.25,7.625,0.3145604,0.726471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.125,0.875,0.8076881,0.26160324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75,5.25,0.52415836,0.343969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,7.25,0.27209237,0.48022664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.625,4.125,0.7291546,0.46118993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.75,10,0.41230887,0.19644724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.625,7.75,0.25088874,0.47526586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.125,9.75,0.118745975,0.6171596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.25,9.375,0.4727479,0.29985958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,6.5,0.5060035,0.4663052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.25,2.875,0.7423473,0.60468274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9.25,0.43991488,0.42673385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.375,3.625,0.7934525,0.44992253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.25,1.5,0.86407274,0.490149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.25,3.875,0.49054152,0.51923305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.125,3.75,0.67837685,0.43360493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,7.375,0.12235302,0.53610533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5,9.5,0.517257,0.46810263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.875,1.25,0.5703658,0.5105738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.125,6.875,0.39442146,0.4585471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.625,7.25,0.11140215,0.4719155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.625,7.375,0.124443285,0.45127505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.375,9.375,0.3559854,0.63148546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.875,4.625,0.5166357,0.40507022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
